1,37.00,10036,51,0.00
8,4.90,10036,52,0.00
12,22.90,10036,53,0.00
10,13.30,10037,2,0.15
12,31.90,10037,28,0.15
4,86.60,10038,29,0.10
8,13.00,10038,36,0.00
30,13.00,10038,57,0.10
9,12.00,10038,76,0.10
15,34.00,10039,62,0.25
60,18.00,10040,30,0.00
35,26.00,10040,56,0.00
25,9.80,10041,42,0.05
20,6.60,10041,47,0.00
30,16.00,10041,55,0.05
25,4.20,10042,13,0.25
20,6.00,10042,41,0.00
30,13.60,10042,44,0.25
15,37.10,10042,51,0.00
40,12.60,10043,1,0.05
12,9.80,10043,25,0.05
15,86.00,10043,29,0.05
28,21.00,10044,7,0.00
21,24.30,10044,72,0.05
9,9.00,10044,77,0.05
30,27.00,10045,17,0.00
16,3.10,10045,24,0.15
25,14.00,10045,49,0.15
5,23.00,10045,60,0.15
12,13.00,10046,2,0.00
2,30.00,10046,27,0.00
4,14.70,10047,11,0.00
20,6.00,10047,19,0.00
5,4.00,10047,52,0.00
2,10.50,10047,73,0.00
50,13.00,10048,36,0.00
20,21.00,10049,7,0.25
14,12.00,10050,16,0.00
15,4.90,10050,52,0.00
50,9.00,10050,58,0.00
10,9.10,10050,77,0.00
30,4.00,10051,13,0.00
30,21.00,10051,26,0.00
20,26.60,10051,56,0.00
20,12.20,10052,16,0.00
90,23.00,10052,60,0.20
90,5.40,10052,75,0.20
12,22.90,10053,53,0.20
2,16.00,10053,55,0.20
40,5.40,10053,75,0.20
30,15.00,10054,71,0.20
12,24.00,10054,72,0.00
18,28.00,10055,8,0.00
25,37.10,10055,51,0.00
50,21.00,10056,26,0.00
8,30.00,10056,63,0.15
3,9.00,10057,58,0.00
4,7.00,10057,74,0.00
12,26.00,10058,12,0.00
70,6.70,10058,41,0.00
30,5.00,10058,54,0.00
30,19.00,10058,61,0.00
3,34.00,10058,62,0.00
20,6.40,10059,19,0.25
24,3.00,10059,24,0.25
4,24.30,10059,72,0.00
28,12.20,10060,16,0.00
50,10.50,10060,70,0.00
12,5.00,10060,75,0.00
12,11.90,10061,66,0.00
8,14.90,10062,5,0.05
12,37.10,10062,51,0.05
20,16.80,10062,55,0.05
32,6.00,10063,41,0.05
24,25.00,10063,69,0.00
40,5.00,10063,75,0.05
12,3.10,10064,24,0.10
15,5.00,10064,54,0.10
5,23.20,10064,64,0.10
12,10.50,10064,70,0.10
55,12.60,10065,1,0.25
10,10.00,10065,15,0.25
42,6.00,10065,19,0.25
8,8.70,10066,31,0.00
15,6.70,10066,41,0.10
9,5.20,10066,54,0.10
10,14.70,10067,11,0.00
10,8.70,10067,31,0.00
5,10.50,10067,70,0.00
10,13.30,10068,2,0.05
20,9.80,10068,34,0.05
30,7.00,10069,21,0.00
6,8.40,10069,46,0.00
8,21.00,10070,7,0.00
30,3.10,10070,24,0.05
10,32.20,10070,43,0.05
25,12.60,10071,1,0.25
42,86.00,10071,29,0.00
14,5.00,10071,54,0.25
25,12.20,10072,16,0.10
30,43.00,10072,18,0.10
18,21.00,10072,26,0.10
35,6.00,10072,45,0.10
60,22.90,10073,53,0.00
35,23.20,10073,64,0.00
20,28.00,10074,8,0.00
20,3.00,10074,24,0.00
30,6.70,10074,41,0.00
60,9.80,10074,42,0.00
21,67.90,10075,9,0.00
20,16.20,10075,14,0.00
2,34.50,10075,62,0.00
7,12.80,10076,40,0.00
28,12.60,10077,1,0.20
1,8.00,10077,31,0.00
7,6.70,10078,41,0.20
24,37.00,10078,51,0.00
8,23.00,10078,60,0.20
30,6.00,10079,23,0.25
18,6.00,10079,47,0.25
20,23.00,10079,60,0.25
30,13.30,10080,2,0.20
60,26.00,10080,12,0.00
24,18.10,10080,30,0.00
15,18.00,10081,30,0.00
10,14.00,10081,65,0.00
15,10.00,10081,70,0.00
21,14.00,10082,11,0.20
15,6.60,10082,47,0.20
40,10.50,10082,70,0.20
10,9.10,10082,77,0.20
28,13.00,10083,2,0.00
30,12.20,10083,16,0.00
20,6.00,10083,19,0.00
3,10.50,10083,73,0.00
20,13.00,10084,2,0.00
9,16.00,10084,14,0.00
20,5.20,10084,54,0.00
15,23.00,10084,60,0.00
30,6.70,10085,41,0.00
10,19.00,10085,61,0.00
10,15.00,10085,71,0.00
5,28.00,10086,8,0.00
10,184.40,10086,38,0.00
21,3.10,10087,24,0.00
10,9.80,10087,34,0.00
35,23.80,10087,60,0.00
30,4.00,10088,13,0.20
4,9.80,10088,34,0.20
4,21.70,10089,10,0.00
5,9.80,10089,42,0.00
10,6.60,10089,45,0.00
10,15.40,10090,4,0.00
9,21.00,10090,10,0.00
30,12.00,10090,16,0.00
10,10.00,10090,73,0.00
60,3.10,10091,24,0.05
12,21.80,10091,26,0.05
70,184.40,10091,38,0.00
20,6.00,10092,19,0.00
15,8.70,10092,31,0.00
21,9.80,10092,34,0.00
4,27.00,10093,17,0.10
25,7.00,10093,21,0.10
100,18.10,10093,30,0.00
40,22.90,10093,53,0.10
35,28.00,10094,8,0.00
28,4.20,10094,13,0.00
35,6.40,10094,19,0.00
24,21.80,10094,26,0.00
25,31.00,10094,28,0.00
10,21.00,10095,26,0.00
10,12.00,10095,35,0.00
10,16.00,10095,55,0.00
5,8.00,10095,68,0.00
30,13.00,10096,2,0.00
60,26.00,10096,12,0.00
35,86.00,10096,29,0.00
15,86.60,10097,29,0.00
12,4.00,10097,52,0.00
60,38.50,10097,59,0.00
35,23.20,10097,64,0.00
10,21.00,10098,7,0.25
40,22.40,10098,32,0.25
21,13.00,10098,36,0.25
45,22.00,10098,53,0.25
55,26.60,10098,56,0.00
9,38.50,10098,59,0.25
4,12.00,10099,35,0.15
24,37.00,10099,51,0.00
5,14.00,10100,22,0.00
20,86.60,10100,29,0.00
2,12.00,10100,76,0.00
8,12.00,10101,1,0.05
15,24.30,10101,72,0.05
10,4.20,10102,13,0.00
10,86.60,10102,29,0.00
5,12.00,10102,39,0.00
14,38.00,10102,59,0.00
20,13.30,10103,36,0.25
10,184.00,10103,38,0.25
70,13.30,10104,2,0.25
35,4.20,10104,13,0.00
3,4.90,10104,52,0.00
30,12.60,10104,76,0.25
50,31.90,10105,28,0.15
20,6.60,10105,47,0.15
10,7.00,10106,21,0.00
10,38.00,10106,59,0.00
20,7.00,10107,3,0.20
20,9.00,10107,34,0.00
15,23.00,10107,64,0.20
50,8.70,10107,68,0.20
15,22.90,10108,53,0.00
50,15.00,10108,71,0.00
70,9.80,10109,42,0.25
70,8.70,10109,68,0.00
24,10.50,10109,70,0.00
10,5.00,10109,75,0.00
8,21.70,10110,10,0.00
30,3.00,10110,24,0.00
20,16.00,10110,55,0.00
14,24.00,10110,72,0.00
30,34.50,10111,62,0.10
20,12.60,10112,35,0.00
20,43.00,10113,18,0.00
21,12.60,10113,35,0.00
4,14.70,10114,11,0.00
12,6.70,10114,41,0.00
10,15.00,10114,71,0.00
8,26.60,10115,56,0.00
8,13.00,10115,57,0.00
5,9.00,10115,77,0.00
7,3.00,10116,24,0.00
20,13.30,10116,36,0.00
70,5.20,10116,54,0.00
20,16.80,10116,55,0.00
15,15.00,10117,4,0.00
2,34.00,10117,62,0.00
28,9.10,10117,77,0.00
30,184.40,10118,38,0.00
42,12.00,10118,39,0.00
4,38.50,10118,59,0.00
18,23.00,10118,64,0.00
20,14.00,10119,22,0.00
20,13.00,10119,44,0.00
1,22.40,10120,32,0.00
4,14.00,10120,49,0.00
30,30.70,10121,27,0.00
25,16.00,10121,55,0.00
2,9.00,10122,25,0.00
35,43.00,10123,18,0.25
36,9.00,10123,25,0.25
40,22.00,10123,53,0.25
7,27.00,10124,17,0.00
24,22.40,10124,32,0.00
60,4.00,10124,52,0.00
4,28.00,10125,8,0.00
30,3.10,10125,24,0.00
28,7.00,10126,3,0.00
20,8.00,10126,46,0.00
15,38.50,10126,59,0.00
5,17.50,10127,6,0.00
5,15.00,10127,71,0.00
60,7.00,10128,21,0.00
2,14.00,10128,22,0.00
18,5.00,10128,54,0.00
15,34.00,10129,62,0.15
12,9.00,10130,34,0.00
30,24.00,10130,72,0.00
30,5.40,10130,75,0.05
50,9.80,10131,42,0.00
40,11.00,10131,50,0.00
60,23.80,10131,60,0.00
20,26.00,10132,12,0.25
20,31.00,10132,28,0.25
10,18.00,10132,30,0.25
30,22.00,10132,53,0.25
21,8.00,10133,31,0.00
12,184.40,10133,38,0.00
12,26.60,10133,56,0.00
25,4.90,10134,52,0.05
5,12.60,10135,39,0.00
24,43.00,10136,18,0.25
20,4.00,10137,13,0.00
15,8.00,10137,68,0.00
25,24.30,10137,72,0.00
12,13.30,10138,36,0.00
12,11.00,10138,66,0.00
20,23.00,10139,60,0.00
40,8.70,10140,31,0.10
50,30.00,10141,27,0.10
50,23.80,10141,60,0.00
15,15.40,10142,4,0.00
15,6.60,10142,45,0.00
12,12.00,10143,35,0.20
50,6.00,10143,41,0.20
10,56.70,10144,20,0.00
35,3.10,10144,24,0.00
20,22.00,10144,53,0.00
4,24.00,10144,72,0.00
8,10.00,10145,15,0.05
12,9.80,10145,34,0.05
20,16.00,10145,55,0.05
10,21.80,10146,26,0.00
6,9.00,10146,34,0.00
1,14.00,10147,11,0.00
20,43.00,10147,18,0.00
10,37.00,10147,51,0.00
12,18.00,10148,30,0.20
5,12.00,10148,40,0.20
24,32.20,10148,43,0.20
24,37.10,10148,51,0.20
30,30.70,10149,27,0.00
40,12.60,10149,35,0.00
5,86.60,10150,29,0.00
9,22.00,10150,53,0.00
4,9.00,10150,67,0.00
2,9.00,10151,25,0.15
4,5.00,10151,75,0.15
20,18.00,10152,30,0.05
5,6.00,10152,47,0.05
10,12.00,10152,76,0.05
20,22.00,10153,32,0.20
15,23.80,10153,60,0.20
6,21.00,10154,7,0.00
7,16.80,10154,55,0.00
2,8.70,10154,68,0.00
30,32.00,10155,43,0.00
20,34.00,10155,62,0.00
20,30.00,10155,63,0.00
25,12.00,10156,1,0.00
25,15.40,10156,4,0.00
20,9.00,10156,34,0.00
35,13.00,10157,2,0.15
15,12.60,10157,35,0.00
50,10.50,10157,73,0.15
30,14.00,10158,11,0.10
12,9.80,10158,34,0.00
12,13.00,10158,36,0.00
20,5.00,10158,54,0.10
20,16.00,10158,55,0.10
40,12.00,10159,1,0.10
6,37.10,10159,51,0.10
3,8.00,10160,31,0.00
2,15.00,10160,71,0.15
14,14.70,10161,11,0.00
21,38.00,10161,59,0.00
12,9.80,10161,67,0.00
6,12.20,10162,16,0.15
6,1.70,10162,33,0.15
20,5.40,10162,75,0.15
20,12.60,10163,1,0.00
8,9.00,10163,25,0.00
48,23.00,10163,60,0.00
15,23.20,10163,64,0.00
6,6.00,10164,47,0.00
60,9.00,10165,25,0.00
35,16.80,10165,55,0.25
20,27.30,10166,17,0.00
10,22.40,10166,32,0.00
10,6.00,10166,47,0.00
30,18.10,10167,30,0.10
18,13.60,10167,44,0.10
12,19.00,10167,61,0.10
80,26.60,10168,12,0.00
16,12.80,10168,40,0.00
25,12.00,10168,76,0.00
42,27.30,10169,17,0.00
15,8.70,10169,68,0.00
4,15.00,10170,71,0.00
12,5.00,10170,75,0.00
24,9.00,10170,77,0.00
2,6.40,10171,19,0.00
25,14.00,10171,22,0.00
30,1.70,10172,33,0.00
6,9.00,10172,42,0.00
5,24.30,10172,72,0.00
10,86.00,10173,29,0.00
5,38.50,10173,59,0.00
20,10.80,10174,15,0.05
8,56.70,10174,20,0.05
12,18.00,10175,30,0.15
25,13.30,10175,36,0.15
35,38.00,10175,59,0.15
5,16.80,10176,55,0.00
50,9.00,10176,67,0.00
5,8.70,10176,68,0.00
10,15.00,10176,71,0.00
30,27.00,10177,17,0.20
35,8.00,10177,31,0.20
6,22.00,10177,32,0.20
20,13.60,10178,44,0.00
20,8.40,10178,46,0.00
21,10.00,10178,73,0.00
14,23.00,10179,64,0.00
10,16.00,10180,14,0.00
15,12.00,10180,16,0.00
10,6.60,10180,45,0.00
30,15.00,10181,4,0.00
40,27.30,10181,17,0.00
10,22.00,10182,32,0.00
4,13.00,10182,44,0.00
3,21.70,10183,10,0.00
14,6.30,10183,23,0.00
6,14.00,10183,49,0.00
15,26.00,10184,12,0.00
10,6.40,10184,19,0.00
3,8.40,10184,46,0.00
4,3.00,10185,24,0.20
8,38.00,10185,59,0.20
10,14.00,10185,65,0.20
28,4.00,10186,13,0.00
40,12.80,10186,40,0.00
16,11.30,10186,50,0.00
15,26.60,10186,56,0.00
60,12.00,10187,35,0.05
12,32.00,10187,43,0.05
28,3.00,10188,24,0.00
10,34.50,10188,62,0.25
30,13.00,10189,36,0.10
36,1.70,10190,33,0.00
15,3.00,10191,24,0.00
30,10.00,10191,73,0.00
6,38.00,10192,59,0.00
4,10.00,10192,70,0.00
45,12.60,10193,1,0.00
110,32.00,10193,43,0.00
15,5.20,10193,54,0.00
35,4.90,10194,52,0.00
15,25.00,10194,69,0.00
21,184.00,10195,38,0.00
12,10.50,10195,70,0.00
15,21.00,10196,10,0.00
42,3.00,10196,24,0.25
30,184.40,10196,38,0.25
3,7.00,10197,21,0.10
24,8.40,10197,46,0.10
25,9.00,10197,58,0.10
6,184.40,10198,38,0.00
6,8.00,10198,46,0.00
18,26.00,10198,56,0.00
30,12.60,10198,76,0.00
66,12.00,10199,1,0.00
40,7.00,10199,3,0.00
40,12.00,10199,39,0.00
28,14.70,10200,11,0.00
25,12.60,10201,1,0.10
25,10.80,10201,15,0.10
20,12.60,10202,1,0.00
42,37.10,10202,51,0.05
18,10.50,10202,73,0.05
15,56.00,10203,20,0.00
10,10.00,10203,70,0.00
70,8.70,10204,31,0.25
35,6.00,10204,45,0.25
50,38.00,10204,59,0.25
12,8.70,10205,31,0.00
28,12.00,10205,40,0.00
56,6.00,10205,41,0.00
25,34.00,10205,62,0.00
35,10.00,10205,73,0.00
60,9.00,10206,34,0.00
12,32.00,10206,43,0.00
20,4.20,10207,13,0.15
10,12.00,10207,35,0.15
40,8.40,10207,46,0.15
12,26.60,10208,56,0.10
4,12.00,10209,1,0.20
15,15.00,10209,4,0.20
18,4.90,10209,52,0.20
12,14.70,10210,11,0.00
28,16.20,10210,14,0.25
60,12.60,10210,39,0.25
15,13.00,10210,57,0.25
30,9.00,10210,67,0.25
12,12.60,10211,39,0.00
40,6.00,10211,41,0.00
20,9.10,10211,77,0.00
8,8.00,10212,31,0.00
25,10.50,10212,70,0.15
10,184.40,10213,38,0.00
30,8.00,10213,48,0.00
10,12.60,10213,76,0.00
4,6.40,10214,19,0.00
6,7.00,10214,21,0.00
35,25.00,10214,69,0.00
20,12.60,10214,76,0.00
20,7.00,10215,21,0.00
9,86.00,10215,29,0.05
30,12.00,10216,35,0.25
30,7.00,10216,74,0.25
28,6.70,10217,41,0.00
6,38.50,10217,59,0.00
5,86.00,10218,29,0.05
15,26.00,10218,56,0.05
56,6.00,10219,41,0.10
20,32.00,10219,43,0.00
4,10.00,10219,70,0.10
20,4.00,10220,13,0.05
9,1.70,10220,33,0.05
30,25.00,10220,69,0.05
20,5.20,10221,54,0.00
12,16.00,10221,55,0.00
20,23.00,10221,64,0.00
70,13.00,10222,2,0.00
80,15.40,10222,4,0.00
1,27.00,10223,17,0.00
10,6.00,10223,19,0.00
5,26.60,10223,56,0.00
50,3.10,10224,24,0.25
25,10.00,10224,70,0.25
70,14.00,10225,11,0.00
10,12.00,10225,35,0.00
55,9.00,10225,42,0.00
10,4.90,10225,52,0.00
63,9.10,10225,77,0.00
25,67.00,10226,9,0.00
110,86.60,10226,29,0.20
14,8.00,10226,31,0.20
21,1.70,10226,33,0.20
42,38.00,10226,59,0.20
4,21.00,10227,10,0.10
14,16.80,10227,55,0.10
3,22.90,10228,53,0.00
20,23.20,10228,64,0.00
7,12.60,10229,35,0.00
1,7.00,10229,74,0.00
36,30.00,10230,27,0.00
40,26.00,10230,56,0.00
12,34.50,10231,62,0.25
10,18.10,10232,30,0.00
20,14.00,10232,49,0.00
10,19.90,10232,61,0.00
36,1.70,10233,33,0.00
40,13.00,10233,44,0.00
21,3.10,10234,24,0.00
30,22.90,10234,53,0.00
2,25.20,10234,69,0.00
20,5.00,10235,75,0.25
30,12.60,10235,76,0.25
20,9.00,10235,77,0.25
40,14.00,10236,5,0.00
30,25.20,10236,69,0.05
20,6.40,10237,19,0.20
18,34.50,10237,62,0.20
4,12.00,10237,76,0.20
12,21.00,10238,26,0.00
4,12.60,10238,35,0.00
10,14.00,10238,65,0.00
9,5.40,10238,75,0.00
10,56.00,10239,20,0.00
49,22.00,10240,32,0.25
18,1.00,10240,33,0.25
10,8.40,10240,46,0.25
50,16.80,10240,55,0.25
12,28.00,10241,8,0.05
10,7.00,10241,21,0.05
25,32.00,10241,43,0.05
15,13.30,10242,2,0.15
25,10.50,10242,70,0.15
40,5.00,10242,75,0.15
10,9.80,10243,34,0.00
12,5.00,10243,75,0.00
6,32.00,10244,43,0.25
8,5.20,10244,54,0.25
28,18.00,10245,30,0.20
10,12.00,10245,35,0.20
15,12.00,10246,40,0.00
35,21.70,10247,10,0.25
50,8.00,10247,46,0.00
50,12.60,10247,76,0.25
12,14.00,10248,11,0.00
10,9.80,10248,42,0.00
5,24.30,10248,72,0.00
9,18.60,10249,14,0.00
40,42.40,10249,51,0.00
10,7.70,10250,41,0.00
35,42.40,10250,51,0.15
15,16.80,10250,65,0.15
6,16.80,10251,22,0.05
15,15.60,10251,57,0.05
20,16.80,10251,65,0.00
40,64.80,10252,20,0.05
25,2.00,10252,33,0.05
40,27.20,10252,60,0.00
20,10.00,10253,31,0.00
42,14.40,10253,39,0.00
40,16.00,10253,49,0.00
15,3.60,10254,24,0.15
21,19.20,10254,55,0.15
21,8.00,10254,74,0.00
20,15.20,10255,2,0.00
35,13.90,10255,16,0.00
25,15.20,10255,36,0.00
30,44.00,10255,59,0.00
15,26.20,10256,53,0.00
12,10.40,10256,77,0.00
25,35.10,10257,27,0.00
6,14.40,10257,39,0.00
15,10.40,10257,77,0.00
50,15.20,10258,2,0.20
65,17.00,10258,5,0.20
6,25.60,10258,32,0.20
10,8.00,10259,21,0.00
1,20.80,10259,37,0.00
16,7.70,10260,41,0.25
50,15.60,10260,57,0.00
15,39.40,10260,62,0.25
21,12.00,10260,70,0.25
20,8.00,10261,21,0.00
20,14.40,10261,35,0.00
12,17.00,10262,5,0.20
15,24.00,10262,7,0.00
2,30.40,10262,56,0.00
60,13.90,10263,16,0.25
28,3.60,10263,24,0.00
60,20.70,10263,30,0.25
36,8.00,10263,74,0.25
35,15.20,10264,2,0.00
25,7.70,10264,41,0.15
30,31.20,10265,17,0.00
20,12.00,10265,70,0.00
12,30.40,10266,12,0.05
50,14.70,10267,40,0.00
70,44.00,10267,59,0.15
15,14.40,10267,76,0.15
10,99.00,10268,29,0.00
4,27.80,10268,72,0.00
60,2.00,10269,33,0.05
20,27.80,10269,72,0.05
30,15.20,10270,36,0.00
25,36.80,10270,43,0.00
24,2.00,10271,33,0.00
6,64.80,10272,20,0.00
40,10.00,10272,31,0.00
24,27.80,10272,72,0.00
24,24.80,10273,10,0.05
15,10.00,10273,31,0.05
20,2.00,10273,33,0.00
60,14.70,10273,40,0.05
33,14.40,10273,76,0.05
20,17.20,10274,71,0.00
7,27.80,10274,72,0.00
12,3.60,10275,24,0.05
6,44.00,10275,59,0.05
15,24.80,10276,10,0.00
10,4.80,10276,13,0.00
20,36.40,10277,28,0.00
12,39.40,10277,62,0.00
16,15.50,10278,44,0.00
15,44.00,10278,59,0.00
8,35.10,10278,63,0.00
25,12.00,10278,73,0.00
15,31.20,10279,17,0.25
12,3.60,10280,24,0.00
20,19.20,10280,55,0.00
30,6.20,10280,75,0.00
1,7.30,10281,19,0.00
6,3.60,10281,24,0.00
4,14.40,10281,35,0.00
6,20.70,10282,30,0.00
2,15.60,10282,57,0.00
20,12.40,10283,15,0.00
18,7.30,10283,19,0.00
35,27.20,10283,60,0.00
3,27.80,10283,72,0.00
15,35.10,10284,27,0.25
21,15.50,10284,44,0.00
20,27.20,10284,60,0.25
5,11.20,10284,67,0.25
45,14.40,10285,1,0.20
40,14.70,10285,40,0.20
36,26.20,10285,53,0.20
100,14.40,10286,35,0.00
40,39.40,10286,62,0.00
40,13.90,10287,16,0.15
20,11.20,10287,34,0.00
15,9.60,10287,46,0.15
10,5.90,10288,54,0.10
3,10.00,10288,68,0.10
30,8.00,10289,3,0.00
9,26.60,10289,64,0.00
20,17.00,10290,5,0.00
15,99.00,10290,29,0.00
15,16.00,10290,49,0.00
10,10.40,10290,77,0.00
20,4.80,10291,13,0.10
24,15.50,10291,44,0.10
2,42.40,10291,51,0.10
20,64.80,10292,20,0.00
12,50.00,10293,18,0.00
10,3.60,10293,24,0.00
5,35.10,10293,63,0.00
6,6.20,10293,75,0.00
18,14.40,10294,1,0.00
15,31.20,10294,17,0.00
15,36.80,10294,43,0.00
21,27.20,10294,60,0.00
6,6.20,10294,75,0.00
4,30.40,10295,56,0.00
12,16.80,10296,11,0.00
30,13.90,10296,16,0.00
15,28.80,10296,69,0.00
60,14.40,10297,39,0.00
20,27.80,10297,72,0.00
40,15.20,10298,2,0.00
40,15.20,10298,36,0.25
30,44.00,10298,59,0.25
15,39.40,10298,62,0.00
15,7.30,10299,19,0.00
20,12.00,10299,70,0.00
30,13.60,10300,66,0.00
20,10.00,10300,68,0.00
10,14.70,10301,40,0.00
20,30.40,10301,56,0.00
40,31.20,10302,17,0.00
28,36.40,10302,28,0.00
12,36.80,10302,43,0.00
40,14.70,10303,40,0.10
30,16.80,10303,65,0.10
15,10.00,10303,68,0.10
30,16.00,10304,49,0.00
10,44.00,10304,59,0.00
2,17.20,10304,71,0.00
25,50.00,10305,18,0.10
25,99.00,10305,29,0.10
30,14.40,10305,39,0.10
10,20.70,10306,30,0.00
10,26.20,10306,53,0.00
5,5.90,10306,54,0.00
10,39.40,10307,62,0.00
3,10.00,10307,68,0.00
1,28.80,10308,69,0.00
5,12.00,10308,70,0.00
20,17.60,10309,4,0.00
30,20.00,10309,6,0.00
2,11.20,10309,42,0.00
20,36.80,10309,43,0.00
3,17.20,10309,71,0.00
10,13.90,10310,16,0.00
5,39.40,10310,62,0.00
6,11.20,10311,42,0.00
7,28.80,10311,69,0.00
4,36.40,10312,28,0.00
24,36.80,10312,43,0.00
20,26.20,10312,53,0.00
10,6.20,10312,75,0.00
12,15.20,10313,36,0.00
40,25.60,10314,32,0.10
30,10.60,10314,58,0.10
25,39.40,10314,62,0.10
14,11.20,10315,34,0.00
30,12.00,10315,70,0.00
10,7.70,10316,41,0.00
70,39.40,10316,62,0.00
20,14.40,10317,1,0.00
20,7.70,10318,41,0.00
6,14.40,10318,76,0.00
8,31.20,10319,17,0.00
14,36.40,10319,28,0.00
30,14.40,10319,76,0.00
30,17.20,10320,71,0.00
10,14.40,10321,35,0.00
20,5.60,10322,52,0.00
5,12.40,10323,15,0.00
4,11.20,10323,25,0.00
4,14.40,10323,39,0.00
21,13.90,10324,16,0.15
70,14.40,10324,35,0.15
30,9.60,10324,46,0.00
40,44.00,10324,59,0.15
80,35.10,10324,63,0.15
6,20.00,10325,6,0.00
12,4.80,10325,13,0.00
9,18.60,10325,14,0.00
4,10.00,10325,31,0.00
40,27.80,10325,72,0.00
24,17.60,10326,4,0.00
16,15.60,10326,57,0.00
50,6.20,10326,75,0.00
25,15.20,10327,2,0.20
50,16.80,10327,11,0.20
35,20.70,10327,30,0.20
30,10.60,10327,58,0.20
9,44.00,10328,59,0.00
40,16.80,10328,65,0.00
10,10.00,10328,68,0.00
10,7.30,10329,19,0.05
8,20.70,10329,30,0.05
20,210.80,10329,38,0.05
12,30.40,10329,56,0.05
50,24.90,10330,26,0.15
25,27.80,10330,72,0.15
15,5.90,10331,54,0.00
40,50.00,10332,18,0.20
10,11.20,10332,42,0.20
16,7.60,10332,47,0.20
10,18.60,10333,14,0.00
10,8.00,10333,21,0.10
40,17.20,10333,71,0.10
8,5.60,10334,52,0.00
10,10.00,10334,68,0.00
7,15.20,10335,2,0.20
25,10.00,10335,31,0.20
6,25.60,10335,32,0.20
48,42.40,10335,51,0.20
18,17.60,10336,4,0.10
40,7.20,10337,23,0.00
24,24.90,10337,26,0.00
20,15.20,10337,36,0.00
28,20.80,10337,37,0.00
25,27.80,10337,72,0.00
20,31.20,10338,17,0.00
15,20.70,10338,30,0.00
10,17.60,10339,4,0.00
70,31.20,10339,17,0.05
28,39.40,10339,62,0.00
20,50.00,10340,18,0.05
12,7.70,10340,41,0.05
40,36.80,10340,43,0.05
8,2.00,10341,33,0.00
9,44.00,10341,59,0.15
24,15.20,10342,2,0.20
56,10.00,10342,31,0.20
40,15.20,10342,36,0.20
40,19.20,10342,55,0.20
50,26.60,10343,64,0.00
4,10.00,10343,68,0.05
15,14.40,10343,76,0.00
35,17.60,10344,4,0.00
70,32.00,10344,8,0.25
70,32.00,10345,8,0.00
80,7.30,10345,19,0.00
9,11.20,10345,42,0.00
36,31.20,10346,17,0.10
20,30.40,10346,56,0.00
10,11.20,10347,25,0.00
50,14.40,10347,39,0.15
4,14.70,10347,40,0.00
